name,artist,genre
Barbie Dreams,Nicki Minaj,r&b
Love Yourself,Mary J. Blige,r&b
Don't Want You Back,Leela James,r&b
Make Luv,Brent Faiyaz,r&b
I Swear,All-4-One,r&b
Waterfalls,TLC,r&b
Butterflies,Queen Naija,r&b
FRIENDS,The Carters,r&b
Sexy,Tank,r&b
Telling The Truth,Mary J. Blige,r&b
Officially Missing You,Tamia,r&b
Finders Keepers,Mabel,r&b
Legacy,Faith Evans,r&b
We Can (feat. Tory Lanez),Kranium,r&b
"10,000 Hours",Ella Mai,r&b
Collide (feat. Tyga),Justine Skye,r&b
Deadwood,Toni Braxton,r&b
Pull Up,Chris Brown,r&b
Pretty Girl Rock,Keri Hilson,r&b
For You,SoMo,r&b
Another Lifetime,Nao,r&b
Lady Lady,Masego,r&b
Piece Of Mind,Kehlani,r&b
Goin Thru Some Thangz,Jeremih,r&b
All These Kisses,Tammy Rivera,r&b
"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte)",Brandy,r&b
Casanova,Levert,r&b
Brown Sugar,D'Angelo,r&b
Mrs. Officer,Lil Wayne,r&b
Cruel Intentions,JMSN,r&b
Inside feat. Trey Songz,Jacquees,r&b
Way Back (feat. Snoop Dogg),TLC,r&b
Yo (Excuse Me Miss),Chris Brown,r&b
Crazy In Love (feat. Jay-Z),Beyoncé,r&b
Why I Love You,MAJOR.,r&b
The Weekend,SZA,r&b
Permission,Ro James,r&b
Naked,Ella Mai,r&b
Lemon Lean,The-Dream,r&b
Green Light (feat. André 3000),John Legend,r&b
Suga Suga,Baby Bash,r&b
Free Your Mind,En Vogue,r&b
Grind with Me,Pretty Ricky,r&b
I Need a Dollar,Aloe Blacc,r&b
Best Friend,Keyshia Cole,r&b
Money Bag,Cardi B,r&b
Long As I Live,Toni Braxton,r&b
Burn Slow,Ro James,r&b
Know,Syd,r&b
At Your Best (You Are Love),Aaliyah,r&b
Come Through and Chill,Salaam Remi,r&b
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,r&b
My Little Secret,Xscape,r&b
Free Yourself,Fantasia,r&b
Overload,John Legend,r&b
Do U Dirty,Kehlani,r&b
I'll Be Missing You (feat. Faith Evans & 112),Diddy,r&b
ATA,Usher,r&b
Level,Stokley,r&b
"Jumpin', Jumpin'",Destiny's Child,r&b
Charlene,Anthony Hamilton,r&b
Push It,TWENTY88,r&b
It Won't Stop (feat. Chris Brown),Sevyn Streeter,r&b
Beauty,Dru Hill,r&b
Yeah!,Usher,r&b
Un-thinkable (I'm Ready),Alicia Keys,r&b
F.U.B.U.,Solange,r&b
Weak,SWV,r&b
I Don't Wanna Be Without You,The James Hunter Six,r&b
Must Be Nice,Lyfe Jennings,r&b
Canceled,Bryson Tiller,r&b
Changes,H.E.R.,r&b
Love Less,R.LUM.R,r&b
Back To Sleep,Chris Brown,r&b
Can't Run From Love,Joe,r&b
Where My Girls At,702,r&b
Best Day Ever,Andy Stokes,r&b
Cupid,112,r&b
Gone Away,H.E.R.,r&b
Options,Toni Romiti,r&b
Pieces Of Me,Ledisi,r&b
Switch,6LACK,r&b
Can't You See (feat. The Notorious B.I.G.),Total,r&b
Too Much Too Late,Sabrina Claudio,r&b
You Make Me Wanna...,Usher,r&b
Best of Me,Anthony Hamilton,r&b
Sweet Lady,Tyrese,r&b
Bang Your Line (feat. Ty Dolla $ign),ELHAE,r&b
Come and Talk to Me Remix,Jodeci,r&b
Am I Wrong (feat. ScHoolboy Q),Anderson .Paak,r&b
Missing You,Case,r&b
Spice,Ravyn Lenae,r&b
#BodakRella,Summerella,r&b
Rockin' That Sh**,The-Dream,r&b
Hope You Do,Chris Brown,r&b
Tempo,Chris Brown,r&b
Special Affair,The Internet,r&b
Saturnz Barz (feat. Popcaan),Gorillaz,r&b
Kissin' You,Total,r&b
Slow Motion,Trey Songz,r&b
"Bills, Bills, Bills",Destiny's Child,r&b
Fairplay,Kiana Ledé,r&b
No Diggity,Blackstreet,r&b
Hurry,Teyana Taylor,r&b
Bickenhead,Cardi B,r&b
I Bet,Ciara,r&b
Before I Do,Sevyn Streeter,r&b
"One, Two Step",Ciara,r&b
Hey Ya!,OutKast,r&b
Lean Into It,Joe,r&b
"Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign)",Sevyn Streeter,r&b
It's Sunny,TLC,r&b
Cry Me a River,Justin Timberlake,r&b
Don't Take It Personal (Just One of Dem Days),Monica,r&b
These Are The Times,Dru Hill,r&b
