name,artist,genre
Come Out And Play (Keep ‘Em Separated),The Offspring,rock
Hey Rachel,AS IT IS,rock
Know Your Enemy,Rage Against The Machine,rock
Beth,KISS,rock
The Kids Aren't Alright,The Offspring,rock
Dirty Laundry,All Time Low,rock
Bully,Shinedown,rock
Sweet Emotion,Aerosmith,rock
Money,Pink Floyd,rock
Freak On a Leash,Korn,rock
Summer Of '69,Bryan Adams,rock
I Hate Everything About You,Three Days Grace,rock
Lullaby,Nickelback,rock
A Warrior's Call,Volbeat,rock
Pumped Up Kicks,Foster The People,rock
I Want to Know What Love Is,Foreigner,rock
Common Ground,Our Last Night,rock
Dig Down,Muse,rock
I Am the Highway,Audioslave,rock
Free Fallin',Tom Petty,rock
Help,Papa Roach,rock
Hey Ya!,Panic! At The Disco,rock
Ill Ray (The King),Kasabian,rock
Courtesy Call,Thousand Foot Krutch,rock
Tranquility Base Hotel & Casino,Arctic Monkeys,rock
Dancing In the Dark,Bruce Springsteen,rock
Wake Up,Rage Against The Machine,rock
Gives You Hell,The All-American Rejects,rock
Riders on the Storm,The Doors,rock
Brown Eyed Girl,Van Morrison,rock
Hallelujah,Theory of a Deadman,rock
Over and Over and Over,Jack White,rock
Happy Song,Bring Me The Horizon,rock
Cold,Crossfade,rock
Metalingus,Alter Bridge,rock
High Hopes,Panic! At The Disco,rock
Shotgun,George Ezra,rock
Lightning Crashes,Live,rock
Stuck In The Middle With You,Stealers Wheel,rock
Youth of the Nation,P.O.D.,rock
Unfuck The World,Prophets Of Rage,rock
Come Together,Gary Clark Jr.,rock
Hot for Teacher,Van Halen,rock
Livin' On A Prayer,Bon Jovi,rock
Somebody to Love,Jefferson Airplane,rock
What I've Done,Linkin Park,rock
Born To Be Wild,Steppenwolf,rock
Uncomfortable,Halestorm,rock
All I Want,A Day To Remember,rock
Human,The Killers,rock
Alive,P.O.D.,rock
Shape of You,Fame on Fire,rock
It's Been Awhile,Staind,rock
Falling Apart,Papa Roach,rock
6/8,blink-182,rock
Playing Fiction,ROAM,rock
Amaranth,Nightwish,rock
Far From Home,Five Finger Death Punch,rock
Buddy Holly,Weezer,rock
Is This Love,Whitesnake,rock
Time Is Running Out,Muse,rock
Where Did You Sleep Last Night,Nirvana,rock
Like a Nightmare,Deadset Society,rock
Hypnotize,System Of A Down,rock
I Will Not Bow,Breaking Benjamin,rock
Broken,Seether,rock
Glycerine,Bush,rock
One,U2,rock
Angie,The Rolling Stones,rock
Pretty,DON BROCO,rock
In Between,Beartooth,rock
Scary Love,The Neighbourhood,rock
Dr. Feelgood,Mötley Crüe,rock
Into The Fire,Asking Alexandria,rock
Cold Water,Theory of a Deadman,rock
"Hook, Line & Sinker",Royal Blood,rock
Hunger,Florence + The Machine,rock
The Chain,Fleetwood Mac,rock
broken,lovelytheband,rock
Knights of Cydonia,Muse,rock
Sorry,Nothing But Thieves,rock
Stairway to Heaven,Led Zeppelin,rock
In the End,Linkin Park,rock
Dead To Me,DED,rock
Runnin' Wild,Airbourne,rock
The Kill,Thirty Seconds To Mars,rock
Pinball Wizard,The Who,rock
Paint It Black,The Rolling Stones,rock
Throne,Bring Me The Horizon,rock
Awake and Alive,Skillet,rock
The Reason,Hoobastank,rock
Chalk Outline,Three Days Grace,rock
Up Around The Bend,Creedence Clearwater Revival,rock
Owner of a Lonely Heart,Yes,rock
Whatever You Want,Status Quo,rock
Right Here,Staind,rock
Sweat,The All-American Rejects,rock
Piano Man,Billy Joel,rock
Driving Rain (feat. Myles Kennedy & The Conspirators),Slash,rock
Welcome to the Black Parade,My Chemical Romance,rock
Little One,Highly Suspect,rock
Hero,Skillet,rock
Burn it to the Ground,Nickelback,rock
Do Your Worst,Rival Sons,rock
Cut The Cord,Shinedown,rock
Knockin' On Heaven's Door,Guns N' Roses,rock
Creep,Radiohead,rock
The Evil Has Landed,Queens of the Stone Age,rock
Wolves,Rise Against,rock
45,Shinedown,rock
Loser,Beck,rock
Guerrilla Radio,Rage Against The Machine,rock
Before I Forget,Slipknot,rock
Float On,Modest Mouse,rock
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,rock
Breaking the Law,Judas Priest,rock
Paradise City,Guns N' Roses,rock
To Be With You,Mr. Big,rock
Betray And Degrade,Seether,rock
Good Times,All Time Low,rock
The Spirit Of Radio,Rush,rock
The Sky Is A Neighborhood,Foo Fighters,rock
State Of My Head,Shinedown,rock
Times Like These,Foo Fighters,rock
Hard Times,Paramore,rock
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,rock
I Still Haven't Found What I'm Looking For,U2,rock
Light My Fire,The Doors,rock
Atlantic,Grayscale,rock
Saviour,Mallory Knox,rock
XO TOUR Llif3,Fame on Fire,rock
Ring of Fire,Johnny Cash,rock
